From	To	Species	Gene Name
ENSG00000137309	100130009	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	3159	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000108666	64149	Homo sapiens	chromosome 17 open reading frame 75
ENSG00000089685	332	Homo sapiens	baculoviral IAP repeat-containing 5
ENSG00000143674	84451	Homo sapiens	mixed lineage kinase 4
ENSG00000105793	85865	Homo sapiens	GTP-binding protein 10 (putative)
ENSG00000149131	710	Homo sapiens	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1
ENSG00000159147	29980	Homo sapiens	downstream neighbor of SON
ENSG00000142549	402665	Homo sapiens	IgLON family member 5
ENSG00000149257	871	Homo sapiens	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
ENSG00000188130	6300	Homo sapiens	mitogen-activated protein kinase 12
ENSG00000115993	66008	Homo sapiens	trafficking protein, kinesin binding 2
ENSG00000024526	55635	Homo sapiens	DEP domain containing 1
ENSG00000174574	79647	Homo sapiens	akirin 1
ENSG00000113739	8614	Homo sapiens	stanniocalcin 2
ENSG00000119844	54812	Homo sapiens	aftiphilin
ENSG00000010379	6540	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, GABA), member 13
ENSG00000080608	9933	Homo sapiens	KIAA0020
ENSG00000112769	3910	Homo sapiens	laminin, alpha 4
ENSG00000175220	392	Homo sapiens	Rho GTPase activating protein 1
ENSG00000198074	57016	Homo sapiens	aldo-keto reductase family 1, member B10 (aldose reductase); aldo-keto reductase family 1, member B10-like
ENSG00000198074	441282	Homo sapiens	aldo-keto reductase family 1, member B10 (aldose reductase); aldo-keto reductase family 1, member B10-like
ENSG00000105971	858	Homo sapiens	caveolin 2
ENSG00000175895	79666	Homo sapiens	pleckstrin homology domain containing, family F (with FYVE domain) member 2
ENSG00000128218	29802	Homo sapiens	pre-B lymphocyte 3
ENSG00000100207	6942	Homo sapiens	transcription factor 20 (AR1)
ENSG00000176349	100128374	Homo sapiens	hypothetical LOC100128374
ENSG00000111481	22818	Homo sapiens	coatomer protein complex, subunit zeta 1
ENSG00000125746	24139	Homo sapiens	echinoderm microtubule associated protein like 2
ENSG00000144741	115286	Homo sapiens	solute carrier family 25, member 26
ENSG00000213397	11219	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000213397	55559	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000186532	114826	Homo sapiens	SET and MYND domain containing 4
ENSG00000144290	57282	Homo sapiens	solute carrier family 4, sodium bicarbonate transporter, member 10
ENSG00000065809	83641	Homo sapiens	family with sequence similarity 107, member B
ENSG00000185774	80333	Homo sapiens	Kv channel interacting protein 4
ENSG00000139910	4857	Homo sapiens	neuro-oncological ventral antigen 1
ENSG00000188394	2844	Homo sapiens	G protein-coupled receptor 21
ENSG00000139915	161357	Homo sapiens	MAM domain containing glycosylphosphatidylinositol anchor 2
ENSG00000111262	3736	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)
ENSG00000145555	4651	Homo sapiens	myosin X
ENSG00000131969	145447	Homo sapiens	abhydrolase domain containing 12B
ENSG00000126391	83786	Homo sapiens	FERM domain containing 8
ENSG00000106603	55744	Homo sapiens	chromosome 7 open reading frame 44
ENSG00000083812	25799	Homo sapiens	zinc finger protein 324
ENSG00000140326	146059	Homo sapiens	congenital dyserythropoietic anemia, type I
ENSG00000145348	93627	Homo sapiens	TBC domain-containing protein kinase-like
ENSG00000196812	80345	Homo sapiens	zinc finger and SCAN domain containing 16
ENSG00000106609	55069	Homo sapiens	chromosome 7 open reading frame 42
ENSG00000180071	253650	Homo sapiens	ankyrin repeat domain 18A
ENSG00000111886	2570	Homo sapiens	gamma-aminobutyric acid (GABA) receptor, rho 2
ENSG00000137177	63971	Homo sapiens	kinesin family member 13A
ENSG00000178015	285601	Homo sapiens	G protein-coupled receptor 150
ENSG00000100600	5641	Homo sapiens	legumain
ENSG00000104177	50804	Homo sapiens	myelin expression factor 2
ENSG00000187272	83901	Homo sapiens	keratin associated protein 9-8
ENSG00000138069	5861	Homo sapiens	RAB1A, member RAS oncogene family
ENSG00000138668	3184	Homo sapiens	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
ENSG00000112118	4172	Homo sapiens	minichromosome maintenance complex component 3
ENSG00000134590	8933	Homo sapiens	family with sequence similarity 127, member A
ENSG00000153404	153478	Homo sapiens	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B
ENSG00000145375	166378	Homo sapiens	spermatogenesis associated 5
ENSG00000198042	84549	Homo sapiens	MAK16 homolog (S. cerevisiae)
ENSG00000150753	22948	Homo sapiens	chaperonin containing TCP1, subunit 5 (epsilon)
ENSG00000119608	283571	Homo sapiens	prospero homeobox 2
ENSG00000138075	64240	Homo sapiens	ATP-binding cassette, sub-family G (WHITE), member 5
ENSG00000159723	181	Homo sapiens	agouti related protein homolog (mouse)
ENSG00000146826	55262	Homo sapiens	chromosome 7 open reading frame 43
ENSG00000176198	390442	Homo sapiens	olfactory receptor, family 11, subfamily H, member 4
ENSG00000140807	85407	Homo sapiens	naked cuticle homolog 1 (Drosophila)
ENSG00000179958	79077	Homo sapiens	dCTP pyrophosphatase 1
ENSG00000159720	9114	Homo sapiens	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1
ENSG00000168781	9677	Homo sapiens	histidine acid phosphatase domain containing 2A
ENSG00000187240	79659	Homo sapiens	dynein, cytoplasmic 2, heavy chain 1
ENSG00000185947	10308	Homo sapiens	zinc finger protein 267
ENSG00000172586	118487	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 1
ENSG00000069509	139341	Homo sapiens	FUN14 domain containing 1
ENSG00000185753	159013	Homo sapiens	chromosome X open reading frame 38
ENSG00000159307	80274	Homo sapiens	signal peptide, CUB domain, EGF-like 1
ENSG00000167916	192666	Homo sapiens	keratin 24
ENSG00000187244	4059	Homo sapiens	basal cell adhesion molecule (Lutheran blood group)
ENSG00000106819	54829	Homo sapiens	asporin
ENSG00000118762	5311	Homo sapiens	polycystic kidney disease 2 (autosomal dominant)
ENSG00000131051	9584	Homo sapiens	similar to RNA binding motif protein 39; RNA binding motif protein 39
ENSG00000131051	643167	Homo sapiens	similar to RNA binding motif protein 39; RNA binding motif protein 39
ENSG00000213928	10379	Homo sapiens	interferon regulatory factor 9
ENSG00000159527	114771	Homo sapiens	peptidoglycan recognition protein 3
ENSG00000130449	57688	Homo sapiens	zinc finger, SWIM-type containing 6
ENSG00000121741	7750	Homo sapiens	zinc finger, MYM-type 2
ENSG00000186310	4675	Homo sapiens	nucleosome assembly protein 1-like 3
ENSG00000165392	7486	Homo sapiens	similar to Werner syndrome protein; Werner syndrome, RecQ helicase-like
ENSG00000165392	652522	Homo sapiens	similar to Werner syndrome protein; Werner syndrome, RecQ helicase-like
ENSG00000143222	51506	Homo sapiens	ubiquitin-fold modifier conjugating enzyme 1
ENSG00000100918	9985	Homo sapiens	REC8 homolog (yeast)
ENSG00000111679	5777	Homo sapiens	protein tyrosine phosphatase, non-receptor type 6
ENSG00000046653	2824	Homo sapiens	glycoprotein M6B
ENSG00000185056	133491	Homo sapiens	chromosome 5 open reading frame 47
ENSG00000101596	23347	Homo sapiens	structural maintenance of chromosomes flexible hinge domain containing 1
ENSG00000046651	8481	Homo sapiens	oral-facial-digital syndrome 1
ENSG00000186908	23390	Homo sapiens	zinc finger, DHHC-type containing 17
ENSG00000141582	8535	Homo sapiens	chromobox homolog 4 (Pc class homolog, Drosophila)
ENSG00000204220	10471	Homo sapiens	prefoldin subunit 6
ENSG00000106628	5425	Homo sapiens	polymerase (DNA directed), delta 2, regulatory subunit 50kDa
ENSG00000184194	54328	Homo sapiens	G protein-coupled receptor 173
ENSG00000125779	80025	Homo sapiens	pantothenate kinase 2
ENSG00000112130	9025	Homo sapiens	ring finger protein 8
ENSG00000118557	83449	Homo sapiens	polyamine modulated factor 1 binding protein 1
ENSG00000204227	6015	Homo sapiens	ring finger protein 1
ENSG00000188385	282973	Homo sapiens	Janus kinase and microtubule interacting protein 3
ENSG00000184698	390059	Homo sapiens	olfactory receptor, family 51, subfamily M, member 1
ENSG00000167904	137695	Homo sapiens	transmembrane protein 68
ENSG00000156931	23355	Homo sapiens	vacuolar protein sorting 8 homolog (S. cerevisiae)
ENSG00000128245	7533	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide
ENSG00000186106	157567	Homo sapiens	ankyrin repeat domain 46
ENSG00000144362	493911	Homo sapiens	phosphatase, orphan 2
ENSG00000198363	444	Homo sapiens	aspartate beta-hydroxylase
ENSG00000085231	6880	Homo sapiens	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa
ENSG00000149218	23052	Homo sapiens	endonuclease domain containing 1
ENSG00000180875	64388	Homo sapiens	gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)
ENSG00000126814	57570	Homo sapiens	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)
ENSG00000072182	55515	Homo sapiens	amiloride-sensitive cation channel 4, pituitary
ENSG00000127616	6597	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ENSG00000100246	10126	Homo sapiens	dynein, axonemal, light chain 4
ENSG00000185069	51350	Homo sapiens	keratin 76
ENSG00000132323	80895	Homo sapiens	integrin-linked kinase-associated serine/threonine phosphatase 2C
ENSG00000111850	57150	Homo sapiens	chromosome 6 open reading frame 162
ENSG00000178718	54913	Homo sapiens	ribonuclease P/MRP 25kDa subunit
ENSG00000167220	84064	Homo sapiens	haloacid dehalogenase-like hydrolase domain containing 2
ENSG00000101361	10528	Homo sapiens	NOP56 ribonucleoprotein homolog (yeast)
ENSG00000109736	10227	Homo sapiens	major facilitator superfamily domain containing 10
ENSG00000176386	729948	Homo sapiens	cell division cycle 26 homolog (S. cerevisiae); cell division cycle 26 homolog (S. cerevisiae) pseudogene
ENSG00000176386	246184	Homo sapiens	cell division cycle 26 homolog (S. cerevisiae); cell division cycle 26 homolog (S. cerevisiae) pseudogene
ENSG00000138614	81556	Homo sapiens	chromosome 15 open reading frame 44
ENSG00000174521	148014	Homo sapiens	tetratricopeptide repeat domain 9B
ENSG00000100632	2079	Homo sapiens	enhancer of rudimentary homolog (Drosophila)
ENSG00000213988	56242	Homo sapiens	zinc finger protein 253
ENSG00000178913	6879	Homo sapiens	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa
ENSG00000101367	22919	Homo sapiens	microtubule-associated protein, RP/EB family, member 1
ENSG00000120526	84955	Homo sapiens	NudC domain containing 1
ENSG00000167635	7705	Homo sapiens	zinc finger protein 146
ENSG00000128805	58504	Homo sapiens	Rho GTPase activating protein 22
ENSG00000187823	340595	Homo sapiens	zinc finger, CCHC domain containing 16
ENSG00000118785	6696	Homo sapiens	secreted phosphoprotein 1
ENSG00000127870	6049	Homo sapiens	ring finger protein (C3H2C3 type) 6
ENSG00000004866	7982	Homo sapiens	suppression of tumorigenicity 7
ENSG00000092820	7430	Homo sapiens	hypothetical protein LOC100129652; ezrin
ENSG00000092820	100129652	Homo sapiens	hypothetical protein LOC100129652; ezrin
ENSG00000198108	337876	Homo sapiens	chondroitin sulfate synthase 3
ENSG00000150782	3606	Homo sapiens	interleukin 18 (interferon-gamma-inducing factor)
ENSG00000144771	57408	Homo sapiens	leucine-rich repeats and transmembrane domains 1
ENSG00000154263	10349	Homo sapiens	ATP-binding cassette, sub-family A (ABC1), member 10
ENSG00000089022	8550	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 5
ENSG00000178722	285668	Homo sapiens	hypothetical protein FLJ37543
ENSG00000166896	91419	Homo sapiens	XRCC6 binding protein 1
ENSG00000112701	26054	Homo sapiens	SUMO1/sentrin specific peptidase 6
ENSG00000120708	7045	Homo sapiens	transforming growth factor, beta-induced, 68kDa
ENSG00000105072	84167	Homo sapiens	chromosome 19 open reading frame 44
ENSG00000146063	90933	Homo sapiens	tripartite motif-containing 41
ENSG00000125995	140823	Homo sapiens	reactive oxygen species modulator 1
ENSG00000091972	4345	Homo sapiens	CD200 molecule
ENSG00000183735	29110	Homo sapiens	TANK-binding kinase 1
ENSG00000112983	10902	Homo sapiens	bromodomain containing 8
ENSG00000112159	23195	Homo sapiens	MDN1, midasin homolog (yeast)
ENSG00000104884	2068	Homo sapiens	excision repair cross-complementing rodent repair deficiency, complementation group 2
ENSG00000111452	283383	Homo sapiens	G protein-coupled receptor 133
ENSG00000166888	6778	Homo sapiens	signal transducer and activator of transcription 6, interleukin-4 induced
ENSG00000168092	5049	Homo sapiens	platelet-activating factor acetylhydrolase, isoform Ib, subunit 2 (30kDa)
ENSG00000100220	51493	Homo sapiens	chromosome 22 open reading frame 28
ENSG00000213171	339398	Homo sapiens	leucine rich repeat and Ig domain containing 4
ENSG00000176153	2877	Homo sapiens	glutathione peroxidase 2 (gastrointestinal)
ENSG00000136546	6332	Homo sapiens	sodium channel, voltage-gated, type VII, alpha
ENSG00000153147	8467	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
ENSG00000006757	8228	Homo sapiens	patatin-like phospholipase domain containing 4
ENSG00000203867	282996	Homo sapiens	RNA binding motif protein 20
ENSG00000145332	57563	Homo sapiens	kelch-like 8 (Drosophila)
ENSG00000153140	1070	Homo sapiens	centrin, EF-hand protein, 3 (CDC31 homolog, yeast)
ENSG00000167202	23102	Homo sapiens	TBC1 domain family, member 2B
ENSG00000151651	101	Homo sapiens	ADAM metallopeptidase domain 8
ENSG00000151846	5042	Homo sapiens	poly(A) binding protein, cytoplasmic 3
ENSG00000145331	93587	Homo sapiens	RNA (guanine-9-) methyltransferase domain containing 2
ENSG00000164850	2852	Homo sapiens	G protein-coupled estrogen receptor 1
ENSG00000092200	57096	Homo sapiens	retinitis pigmentosa GTPase regulator interacting protein 1
ENSG00000164542	23366	Homo sapiens	KIAA0895
ENSG00000026508	960	Homo sapiens	CD44 molecule (Indian blood group)
ENSG00000101347	25939	Homo sapiens	SAM domain and HD domain 1
ENSG00000104859	11129	Homo sapiens	splicing factor, arginine/serine-rich 16
ENSG00000203667	116228	Homo sapiens	family with sequence similarity 36, member A
ENSG00000131981	3958	Homo sapiens	lectin, galactoside-binding, soluble, 3
ENSG00000187800	375033	Homo sapiens	platelet endothelial aggregation receptor 1
ENSG00000106462	2146	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
ENSG00000163486	23380	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2
ENSG00000186567	56971	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 19
ENSG00000132334	5791	Homo sapiens	protein tyrosine phosphatase, receptor type, E
ENSG00000146858	92092	Homo sapiens	zinc finger CCCH-type, antiviral 1-like
ENSG00000089006	27131	Homo sapiens	sorting nexin 5
ENSG00000110172	727896	Homo sapiens	cysteine and histidine-rich domain (CHORD)-containing 1; cysteine and histidine-rich domain (CHORD)-containing 1 pseudogene
ENSG00000110172	26973	Homo sapiens	cysteine and histidine-rich domain (CHORD)-containing 1; cysteine and histidine-rich domain (CHORD)-containing 1 pseudogene
ENSG00000101350	9371	Homo sapiens	kinesin family member 3B
ENSG00000076826	57662	Homo sapiens	KIAA1543
ENSG00000134531	2012	Homo sapiens	epithelial membrane protein 1
ENSG00000177150	125228	Homo sapiens	chromosome 18 open reading frame 19
ENSG00000092208	8487	Homo sapiens	survival of motor neuron protein interacting protein 1
ENSG00000125734	56927	Homo sapiens	G protein-coupled receptor 108
ENSG00000082556	4986	Homo sapiens	opioid receptor, kappa 1
ENSG00000006740	9912	Homo sapiens	Rho-type GTPase-activating protein RICH2
ENSG00000151838	729665	Homo sapiens	chromosome 14 open reading frame 38
ENSG00000146047	255626	Homo sapiens	histone cluster 1, H2ba
ENSG00000178700	200895	Homo sapiens	dihydrofolate reductase-like 1
ENSG00000150048	51267	Homo sapiens	C-type lectin domain family 1, member A
ENSG00000184860	93517	Homo sapiens	short chain dehydrogenase/reductase family 42E, member 1
ENSG00000106868	64420	Homo sapiens	sushi domain containing 1
ENSG00000180008	122809	Homo sapiens	suppressor of cytokine signaling 4
ENSG00000196262	653214	Homo sapiens	similar to TRIMCyp; peptidylprolyl isomerase A (cyclophilin A); peptidylprolyl isomerase A (cyclophilin A)-like 3
ENSG00000196262	439953	Homo sapiens	similar to TRIMCyp; peptidylprolyl isomerase A (cyclophilin A); peptidylprolyl isomerase A (cyclophilin A)-like 3
ENSG00000196262	5478	Homo sapiens	similar to TRIMCyp; peptidylprolyl isomerase A (cyclophilin A); peptidylprolyl isomerase A (cyclophilin A)-like 3
ENSG00000197106	388662	Homo sapiens	solute carrier family 6, member 17
ENSG00000184867	9823	Homo sapiens	armadillo repeat containing, X-linked 2
ENSG00000172531	5499	Homo sapiens	protein phosphatase 1, catalytic subunit, alpha isoform
ENSG00000176160	124535	Homo sapiens	heat shock transcription factor family member 5
ENSG00000100629	145508	Homo sapiens	chromosome 14 open reading frame 145
ENSG00000105705	57794	Homo sapiens	splicing factor 4
