From	To	Species	Gene Name
ENSG00000164776	5260	Homo sapiens	phosphorylase kinase, gamma 1 (muscle)
ENSG00000185942	286183	Homo sapiens	Na+/K+ transporting ATPase interacting 3
ENSG00000177800	677790	Homo sapiens	transmembrane protein 78
ENSG00000118557	83449	Homo sapiens	polyamine modulated factor 1 binding protein 1
ENSG00000178038	259173	Homo sapiens	ALS2 C-terminal like
ENSG00000175662	146691	Homo sapiens	target of myb1-like 2 (chicken)
ENSG00000167900	7083	Homo sapiens	thymidine kinase 1, soluble
ENSG00000186329	100130245	Homo sapiens	transmembrane protein 212
ENSG00000167904	137695	Homo sapiens	transmembrane protein 68
ENSG00000186105	100130733	Homo sapiens	leucine rich repeat containing 70
ENSG00000180257	125893	Homo sapiens	zinc finger protein 816A
ENSG00000156931	23355	Homo sapiens	vacuolar protein sorting 8 homolog (S. cerevisiae)
ENSG00000167645	90522	Homo sapiens	Yip1 interacting factor homolog B (S. cerevisiae)
ENSG00000198363	444	Homo sapiens	aspartate beta-hydroxylase
ENSG00000144362	493911	Homo sapiens	phosphatase, orphan 2
ENSG00000187258	387129	Homo sapiens	neuropeptide S receptor 1
ENSG00000104490	83988	Homo sapiens	neurocalcin delta
ENSG00000186912	5030	Homo sapiens	pyrimidinergic receptor P2Y, G-protein coupled, 4
ENSG00000198161	653505	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000198161	730262	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000198161	728945	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000198161	164022	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000198161	644591	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000198161	653598	Homo sapiens	peptidylprolyl isomerase A (cyclophilin A)-like 4E; peptidylprolyl isomerase A (cyclophilin A)-like 4G; peptidylprolyl isomerase A (cyclophilin A)-like 4F; peptidylprolyl isomerase A (cyclophilin A)-like 4A; peptidylprolyl isomerase A (cyclophilin A)-like 4C; peptidylprolyl isomerase A (cyclophilin A)-like 4B
ENSG00000180875	64388	Homo sapiens	gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)
ENSG00000126814	57570	Homo sapiens	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)
ENSG00000144057	84620	Homo sapiens	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2
ENSG00000127616	6597	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ENSG00000100246	10126	Homo sapiens	dynein, axonemal, light chain 4
ENSG00000150773	120379	Homo sapiens	PIH1 domain containing 2
ENSG00000137770	51496	Homo sapiens	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2
ENSG00000066468	2263	Homo sapiens	fibroblast growth factor receptor 2
ENSG00000120910	5533	Homo sapiens	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform
ENSG00000132323	80895	Homo sapiens	integrin-linked kinase-associated serine/threonine phosphatase 2C
ENSG00000109738	2743	Homo sapiens	glycine receptor, beta
ENSG00000114805	23007	Homo sapiens	phospholipase C, eta 1
ENSG00000111850	57150	Homo sapiens	chromosome 6 open reading frame 162
ENSG00000081026	260425	Homo sapiens	membrane associated guanylate kinase, WW and PDZ domain containing 3
ENSG00000109736	10227	Homo sapiens	major facilitator superfamily domain containing 10
ENSG00000176386	729948	Homo sapiens	cell division cycle 26 homolog (S. cerevisiae); cell division cycle 26 homolog (S. cerevisiae) pseudogene
ENSG00000176386	246184	Homo sapiens	cell division cycle 26 homolog (S. cerevisiae); cell division cycle 26 homolog (S. cerevisiae) pseudogene
ENSG00000138615	8483	Homo sapiens	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
ENSG00000100632	2079	Homo sapiens	enhancer of rudimentary homolog (Drosophila)
ENSG00000179388	1960	Homo sapiens	early growth response 3
ENSG00000120526	84955	Homo sapiens	NudC domain containing 1
ENSG00000179387	255520	Homo sapiens	ELMO/CED-12 domain containing 2
ENSG00000167635	7705	Homo sapiens	zinc finger protein 146
ENSG00000138297	10431	Homo sapiens	translocase of inner mitochondrial membrane 23 homolog (yeast); translocase of inner mitochondrial membrane 23 homolog B (yeast)
ENSG00000138297	653252	Homo sapiens	translocase of inner mitochondrial membrane 23 homolog (yeast); translocase of inner mitochondrial membrane 23 homolog B (yeast)
ENSG00000187823	340595	Homo sapiens	zinc finger, CCHC domain containing 16
ENSG00000131669	4814	Homo sapiens	ninjurin 1
ENSG00000204444	55937	Homo sapiens	apolipoprotein M
ENSG00000159753	146206	Homo sapiens	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing
ENSG00000198108	337876	Homo sapiens	chondroitin sulfate synthase 3
ENSG00000151025	57512	Homo sapiens	G protein-coupled receptor 158
ENSG00000213366	2946	Homo sapiens	glutathione S-transferase mu 2 (muscle)
ENSG00000133424	9215	Homo sapiens	like-glycosyltransferase
ENSG00000204446	401535	Homo sapiens	chromosome 9 open reading frame 170
ENSG00000144771	57408	Homo sapiens	leucine-rich repeats and transmembrane domains 1
ENSG00000089022	8550	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 5
ENSG00000178722	285668	Homo sapiens	hypothetical protein FLJ37543
ENSG00000131471	8639	Homo sapiens	amine oxidase, copper containing 3 (vascular adhesion protein 1)
ENSG00000166896	91419	Homo sapiens	XRCC6 binding protein 1
ENSG00000166086	83700	Homo sapiens	junctional adhesion molecule 3
ENSG00000010810	2534	Homo sapiens	FYN oncogene related to SRC, FGR, YES
ENSG00000132514	10462	Homo sapiens	C-type lectin domain family 10, member A
ENSG00000114115	5947	Homo sapiens	retinol binding protein 1, cellular
ENSG00000105072	84167	Homo sapiens	chromosome 19 open reading frame 44
ENSG00000146063	90933	Homo sapiens	tripartite motif-containing 41
ENSG00000125995	140823	Homo sapiens	reactive oxygen species modulator 1
ENSG00000109920	23360	Homo sapiens	formin binding protein 4
ENSG00000125998	128876	Homo sapiens	family with sequence similarity 83, member C
ENSG00000144063	7851	Homo sapiens	mal, T-cell differentiation protein-like
ENSG00000140750	55114	Homo sapiens	Rho GTPase activating protein 17
ENSG00000112159	23195	Homo sapiens	MDN1, midasin homolog (yeast)
ENSG00000185722	51479	Homo sapiens	ankyrin repeat and FYVE domain containing 1
ENSG00000131068	117285	Homo sapiens	defensin, beta 118
ENSG00000183087	2621	Homo sapiens	similar to growth arrest-specific 6; growth arrest-specific 6
ENSG00000183087	732446	Homo sapiens	similar to growth arrest-specific 6; growth arrest-specific 6
ENSG00000164746	136288	Homo sapiens	chromosome 7 open reading frame 57
ENSG00000072163	55679	Homo sapiens	LIM and senescent cell antigen-like domains 2
ENSG00000100220	51493	Homo sapiens	chromosome 22 open reading frame 28
ENSG00000213171	339398	Homo sapiens	leucine rich repeat and Ig domain containing 4
ENSG00000176153	2877	Homo sapiens	glutathione peroxidase 2 (gastrointestinal)
ENSG00000136546	6332	Homo sapiens	sodium channel, voltage-gated, type VII, alpha
ENSG00000006757	8228	Homo sapiens	patatin-like phospholipase domain containing 4
ENSG00000100227	84271	Homo sapiens	polymerase (DNA-directed), delta interacting protein 3
ENSG00000203867	282996	Homo sapiens	RNA binding motif protein 20
ENSG00000105993	10049	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 6
ENSG00000124074	84080	Homo sapiens	chromosome 16 open reading frame 48
ENSG00000164850	2852	Homo sapiens	G protein-coupled estrogen receptor 1
ENSG00000133808	84953	Homo sapiens	MICAL C-terminal like
ENSG00000203667	116228	Homo sapiens	family with sequence similarity 36, member A
ENSG00000140743	1039	Homo sapiens	cerebellar degeneration-related protein 2, 62kDa
ENSG00000131981	3958	Homo sapiens	lectin, galactoside-binding, soluble, 3
ENSG00000213965	390916	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 19
ENSG00000172543	1521	Homo sapiens	cathepsin W
ENSG00000204472	199	Homo sapiens	allograft inflammatory factor 1
ENSG00000106462	2146	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
ENSG00000101349	57144	Homo sapiens	p21 protein (Cdc42/Rac)-activated kinase 7
ENSG00000132334	5791	Homo sapiens	protein tyrosine phosphatase, receptor type, E
ENSG00000187808	347454	Homo sapiens	ankyrin repeat domain 58
ENSG00000136536	64844	Homo sapiens	membrane-associated ring finger (C3HC4) 7
ENSG00000134538	10599	Homo sapiens	solute carrier organic anion transporter family, member 1B1
ENSG00000146857	346673	Homo sapiens	stimulated by retinoic acid gene 8 homolog (mouse)
ENSG00000146858	92092	Homo sapiens	zinc finger CCCH-type, antiviral 1-like
ENSG00000103852	64927	Homo sapiens	tetratricopeptide repeat domain 23
ENSG00000133805	272	Homo sapiens	adenosine monophosphate deaminase (isoform E)
ENSG00000133401	23037	Homo sapiens	PDZ domain containing 2
ENSG00000119655	10577	Homo sapiens	Niemann-Pick disease, type C2
ENSG00000167210	125336	Homo sapiens	lipoxygenase homology domains 1
ENSG00000054690	57475	Homo sapiens	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
ENSG00000178700	200895	Homo sapiens	dihydrofolate reductase-like 1
ENSG00000146047	255626	Homo sapiens	histone cluster 1, H2ba
ENSG00000167601	558	Homo sapiens	AXL receptor tyrosine kinase
ENSG00000150048	51267	Homo sapiens	C-type lectin domain family 1, member A
ENSG00000184860	93517	Homo sapiens	short chain dehydrogenase/reductase family 42E, member 1
ENSG00000119650	112752	Homo sapiens	chromosome 14 open reading frame 179
ENSG00000178202	143888	Homo sapiens	KDEL (Lys-Asp-Glu-Leu) containing 2
ENSG00000205718	653656	Homo sapiens	methyl-CpG-binding domain protein 3-like 4-like
ENSG00000180008	122809	Homo sapiens	suppressor of cytokine signaling 4
ENSG00000118514	64577	Homo sapiens	aldehyde dehydrogenase 8 family, member A1
ENSG00000118518	81847	Homo sapiens	ring finger protein 146
ENSG00000141200	84643	Homo sapiens	kinesin family member 2B
ENSG00000100629	145508	Homo sapiens	chromosome 14 open reading frame 145
ENSG00000105705	57794	Homo sapiens	splicing factor 4
ENSG00000139160	254013	Homo sapiens	chromosome 12 open reading frame 72
ENSG00000100626	57452	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1
